year,证券代码,代码,公司名称,ESG综合评级
2023,600905,600905.SH,三峡能源,B-
2022,600906,600906.SH,财达证券,B+
2023,600906,600906.SH,财达证券,B+
2018,600908,600908.SH,无锡银行,B-
2019,600908,600908.SH,无锡银行,B
2020,600908,600908.SH,无锡银行,B
2021,600908,600908.SH,无锡银行,B-
2017,600909,600909.SH,华安证券,B-
2018,600909,600909.SH,华安证券,B-
2019,600909,600909.SH,华安证券,B-
2020,600909,600909.SH,华安证券,B
2021,600909,600909.SH,华安证券,B+
2022,600909,600909.SH,华安证券,A-
2023,600909,600909.SH,华安证券,A-
2018,600917,600917.SH,重庆燃气,B-
2019,600917,600917.SH,重庆燃气,B-
2020,600917,600917.SH,重庆燃气,B-
2021,600917,600917.SH,重庆燃气,B-
2022,600917,600917.SH,重庆燃气,B-
2021,600918,600918.SH,中泰证券,B-
2022,600918,600918.SH,中泰证券,B+
2023,600918,600918.SH,中泰证券,B+
2017,600919,600919.SH,江苏银行,B-
2018,600919,600919.SH,江苏银行,B
2019,600919,600919.SH,江苏银行,B
2020,600919,600919.SH,江苏银行,B+
2021,600919,600919.SH,江苏银行,B+
2022,600919,600919.SH,江苏银行,B+
2023,600919,600919.SH,江苏银行,B+
2017,600926,600926.SH,杭州银行,C+
2018,600926,600926.SH,杭州银行,B-
2019,600926,600926.SH,杭州银行,B-
2020,600926,600926.SH,杭州银行,B-
2021,600926,600926.SH,杭州银行,B-
2022,600926,600926.SH,杭州银行,B
2023,600926,600926.SH,杭州银行,B
2022,600927,600927.SH,永安期货,B
2023,600927,600927.SH,永安期货,B
2020,600928,600928.SH,西安银行,B
2021,600928,600928.SH,西安银行,B
2022,600928,600928.SH,西安银行,B+
2023,600928,600928.SH,西安银行,B+
2018,600936,600936.SH,广西广电,B-
2018,600939,600939.SH,重庆建工,C
2019,600939,600939.SH,重庆建工,C+
2022,600941,600941.SH,中国移动,A-
2023,600941,600941.SH,中国移动,A-
2021,600956,600956.SH,新天绿色能源,B+
2022,600956,600956.SH,新天绿色能源,B+
2023,600956,600956.SH,新天绿色能源,B+
2016,600958,600958.SH,东方证券,B
2017,600958,600958.SH,东方证券,B+
2018,600958,600958.SH,东方证券,B+
2019,600958,600958.SH,东方证券,B+
2020,600958,600958.SH,东方证券,B+
2021,600958,600958.SH,东方证券,B+
2022,600958,600958.SH,东方证券,A-
2023,600958,600958.SH,东方证券,A-
2016,600959,600959.SH,江苏有线,C+
2017,600959,600959.SH,江苏有线,C+
2018,600959,600959.SH,江苏有线,C+
2019,600959,600959.SH,江苏有线,C+
2020,600959,600959.SH,江苏有线,C+
2021,600959,600959.SH,江苏有线,C+
2022,600959,600959.SH,江苏有线,B-
2023,600959,600959.SH,江苏有线,B-
2018,600967,600967.SH,内蒙一机,B-
2019,600967,600967.SH,内蒙一机,B-
2020,600967,600967.SH,内蒙一机,B
2021,600967,600967.SH,内蒙一机,B
2022,600967,600967.SH,内蒙一机,B
2023,600967,600967.SH,内蒙一机,B
2020,600968,600968.SH,海油发展,B+
2021,600968,600968.SH,海油发展,A-
2022,600968,600968.SH,海油发展,A-
2023,600968,600968.SH,海油发展,A-
2018,600970,600970.SH,中材国际,B
2019,600970,600970.SH,中材国际,B
2020,600970,600970.SH,中材国际,B
2021,600970,600970.SH,中材国际,B
2022,600970,600970.SH,中材国际,B+
2023,600970,600970.SH,中材国际,B+
2018,600971,600971.SH,恒源煤电,B-
2019,600971,600971.SH,恒源煤电,B-
2017,600977,600977.SH,中国电影,B-
2018,600977,600977.SH,中国电影,B-
2019,600977,600977.SH,中国电影,B-
2020,600977,600977.SH,中国电影,B
2019,600985,600985.SH,淮北矿业,C+
2020,600985,600985.SH,淮北矿业,B-
2021,600985,600985.SH,淮北矿业,B-
2022,600985,600985.SH,淮北矿业,B
2023,600985,600985.SH,淮北矿业,B-
2021,600988,600988.SH,赤峰黄金,B-
2022,600988,600988.SH,赤峰黄金,C+
2023,600988,600988.SH,赤峰黄金,C+
2020,600989,600989.SH,宝丰能源,B
2021,600989,600989.SH,宝丰能源,B+
2022,600989,600989.SH,宝丰能源,B+
2023,600989,600989.SH,宝丰能源,B+
2018,600993,600993.SH,马应龙,B
2019,600993,600993.SH,马应龙,B
2023,600995,600995.SH,南网储能,B
2018,600996,600996.SH,贵广网络,B-
2019,600996,600996.SH,贵广网络,B-
2020,600996,600996.SH,贵广网络,B-
2015,600998,600998.SH,九州通,B-
2016,600998,600998.SH,九州通,B-
2019,600998,600998.SH,九州通,C+
2020,600998,600998.SH,九州通,B-
2021,600998,600998.SH,九州通,B-
2022,600998,600998.SH,九州通,B+
2023,600998,600998.SH,九州通,B+
2015,600999,600999.SH,招商证券,B-
2016,600999,600999.SH,招商证券,B-
2017,600999,600999.SH,招商证券,B
2018,600999,600999.SH,招商证券,B
2019,600999,600999.SH,招商证券,B+
2020,600999,600999.SH,招商证券,B+
2021,600999,600999.SH,招商证券,B+
2022,600999,600999.SH,招商证券,B+
2023,600999,600999.SH,招商证券,B+
2018,601000,601000.SH,唐山港,B-
2019,601000,601000.SH,唐山港,B
2020,601000,601000.SH,唐山港,B
2021,601000,601000.SH,唐山港,B
2022,601000,601000.SH,唐山港,B
2023,601000,601000.SH,唐山港,B
2018,601001,601001.SH,晋控煤业,B-
2019,601001,601001.SH,晋控煤业,C+
2019,601003,601003.SH,柳钢股份,A-
2020,601003,601003.SH,柳钢股份,B+
2021,601003,601003.SH,柳钢股份,B+
2022,601003,601003.SH,柳钢股份,B+
2019,601005,601005.SH,重庆钢铁,C+
2020,601005,601005.SH,重庆钢铁,B-
2021,601005,601005.SH,重庆钢铁,B-
2022,601005,601005.SH,重庆钢铁,A-
2023,601005,601005.SH,重庆钢铁,A-
2015,601006,601006.SH,大秦铁路,B-
2016,601006,601006.SH,大秦铁路,B-
2017,601006,601006.SH,大秦铁路,B-
2018,601006,601006.SH,大秦铁路,B-
2019,601006,601006.SH,大秦铁路,B
2020,601006,601006.SH,大秦铁路,B-
2021,601006,601006.SH,大秦铁路,B-
2022,601006,601006.SH,大秦铁路,B-
2023,601006,601006.SH,大秦铁路,B-
2015,601009,601009.SH,南京银行,B-
2016,601009,601009.SH,南京银行,B-
2017,601009,601009.SH,南京银行,B
2018,601009,601009.SH,南京银行,B
2019,601009,601009.SH,南京银行,B-
2020,601009,601009.SH,南京银行,B-
2021,601009,601009.SH,南京银行,B-
2022,601009,601009.SH,南京银行,B+
2023,601009,601009.SH,南京银行,B+
2018,601012,601012.SH,隆基股份,B+
2019,601012,601012.SH,隆基股份,B+
2020,601012,601012.SH,隆基股份,B+
2021,601012,601012.SH,隆基股份,A-
2022,601012,601012.SH,隆基绿能,A-
2023,601012,601012.SH,隆基绿能,A-
2016,601016,601016.SH,节能风电,B-
2016,601016,601016.SH,节能风电,B-
2018,601016,601016.SH,节能风电,B-
2019,601016,601016.SH,节能风电,C+
2020,601016,601016.SH,节能风电,B-
2021,601016,601016.SH,节能风电,B-
2022,601016,601016.SH,节能风电,B-
2023,601016,601016.SH,节能风电,B-
2015,601018,601018.SH,宁波舟山港,B-
2016,601018,601018.SH,宁波舟山港,B-
2017,601018,601018.SH,宁波舟山港,B-
2018,601018,601018.SH,宁波舟山港,B-
2019,601018,601018.SH,宁波舟山港,B-
2020,601018,601018.SH,宁波舟山港,C+
2018,601019,601019.SH,山东出版,B-
2019,601019,601019.SH,山东出版,B-
2020,601019,601019.SH,山东出版,B-
2018,601020,601020.SH,华钰矿业,B-
2015,601021,601021.SH,春秋航空,B-
2016,601021,601021.SH,春秋航空,B-
2017,601021,601021.SH,春秋航空,C+
2018,601021,601021.SH,春秋航空,B-
2019,601021,601021.SH,春秋航空,B-
2020,601021,601021.SH,春秋航空,B-
2021,601021,601021.SH,春秋航空,B-
2022,601021,601021.SH,春秋航空,B-
2023,601021,601021.SH,春秋航空,B-
2022,601058,601058.SH,赛轮轮胎,B
2023,601058,601058.SH,赛轮轮胎,B
2019,601066,601066.SH,中信建投证券,B+
2020,601066,601066.SH,中信建投证券,B+
2021,601066,601066.SH,中信建投证券,B+
2022,601066,601066.SH,中信建投证券,A-
2023,601066,601066.SH,中信建投证券,A-
2019,601068,601068.SH,中铝国际,B+
2020,601068,601068.SH,中铝国际,B+
2021,601068,601068.SH,中铝国际,B+
2020,601077,601077.SH,渝农商行,B+
2021,601077,601077.SH,渝农商行,B+
2022,601077,601077.SH,渝农商行,A-
2023,601077,601077.SH,渝农商行,B+
2015,601088,601088.SH,中国神华,B+
2016,601088,601088.SH,中国神华,B+
2017,601088,601088.SH,中国神华,B+
2018,601088,601088.SH,中国神华,A-
2019,601088,601088.SH,中国神华,A-
2020,601088,601088.SH,中国神华,A-
2021,601088,601088.SH,中国神华,B+
2022,601088,601088.SH,中国神华,A-
2023,601088,601088.SH,中国神华,A-
2015,601098,601098.SH,中南传媒,B-
2016,601098,601098.SH,中南传媒,B-
2018,601098,601098.SH,中南传媒,B-
2019,601098,601098.SH,中南传媒,B-
2020,601098,601098.SH,中南传媒,B-
2021,601098,601098.SH,中南传媒,B
2022,601098,601098.SH,中南传媒,B-
2023,601098,601098.SH,中南传媒,B-
2015,601099,601099.SH,太平洋,B-
2016,601099,601099.SH,太平洋,B-
2017,601099,601099.SH,太平洋,B-
2018,601099,601099.SH,太平洋,B-
2020,601099,601099.SH,太平洋,B-
2021,601099,601099.SH,太平洋,B-
2019,601100,601100.SH,恒立液压,B-
2020,601100,601100.SH,恒立液压,B
2021,601100,601100.SH,恒立液压,B
2022,601100,601100.SH,恒立液压,B
2023,601100,601100.SH,恒立液压,B
2015,601106,601106.SH,中国一重,B-
2016,601106,601106.SH,中国一重,B
2019,601106,601106.SH,中国一重,B-
2020,601106,601106.SH,中国一重,B-
2021,601106,601106.SH,中国一重,B-
2022,601106,601106.SH,中国一重,B-
2023,601106,601106.SH,中国一重,B-
2018,601108,601108.SH,财通证券,B-
2019,601108,601108.SH,财通证券,B-
2020,601108,601108.SH,财通证券,B
2021,601108,601108.SH,财通证券,B
2022,601108,601108.SH,财通证券,B+
2023,601108,601108.SH,财通证券,B+
2015,601111,601111.SH,中国国航,B+
2016,601111,601111.SH,中国国航,B+
2017,601111,601111.SH,中国国航,B+
2018,601111,601111.SH,中国国航,B+
2019,601111,601111.SH,中国国航,B+
2020,601111,601111.SH,中国国航,B
2021,601111,601111.SH,中国国航,B+
2022,601111,601111.SH,中国国航,A-
2023,601111,601111.SH,中国国航,A-
2015,601117,601117.SH,中国化学,B-
2016,601117,601117.SH,中国化学,B-
2017,601117,601117.SH,中国化学,B-
2018,601117,601117.SH,中国化学,B
2019,601117,601117.SH,中国化学,B-
2020,601117,601117.SH,中国化学,B-
2021,601117,601117.SH,中国化学,B-
2022,601117,601117.SH,中国化学,B+
2023,601117,601117.SH,中国化学,B+
2015,601118,601118.SH,海南橡胶,B-
2016,601118,601118.SH,海南橡胶,B-
2017,601118,601118.SH,海南橡胶,B-
2019,601118,601118.SH,海南橡胶,B-
2020,601118,601118.SH,海南橡胶,B-
2021,601118,601118.SH,海南橡胶,B-
2022,601118,601118.SH,海南橡胶,C+
2023,601118,601118.SH,海南橡胶,C+
2017,601127,601127.SH,小康股份,B-
2018,601127,601127.SH,小康股份,B-
2019,601127,601127.SH,小康股份,B-
2020,601127,601127.SH,小康股份,B-
2021,601127,601127.SH,小康股份,B-
2018,601128,601128.SH,常熟银行,B-
2019,601128,601128.SH,常熟银行,B
2020,601128,601128.SH,常熟银行,B
2021,601128,601128.SH,常熟银行,B
2022,601128,601128.SH,常熟银行,B+
2023,601128,601128.SH,常熟银行,A-
2019,601138,601138.SH,工业富联,B-
2020,601138,601138.SH,工业富联,B+
2021,601138,601138.SH,工业富联,A-
2022,601138,601138.SH,工业富联,A-
2023,601138,601138.SH,工业富联,A-
2019,601139,601139.SH,深圳燃气,B
2020,601139,601139.SH,深圳燃气,B
2021,601139,601139.SH,深圳燃气,B
2022,601139,601139.SH,深圳燃气,B
2023,601139,601139.SH,深圳燃气,B
2017,601155,601155.SH,新城控股,C+
2018,601155,601155.SH,新城控股,C+
2019,601155,601155.SH,新城控股,C
2020,601155,601155.SH,新城控股,C
2021,601155,601155.SH,新城控股,C
2022,601155,601155.SH,新城控股,B
2023,601155,601155.SH,新城控股,B+
2022,601156,601156.SH,东航物流,B+
2023,601156,601156.SH,东航物流,B+
2015,601158,601158.SH,重庆水务,C+
2023,601158,601158.SH,重庆水务,B
2019,601162,601162.SH,天风证券,B
2020,601162,601162.SH,天风证券,B+
2021,601162,601162.SH,天风证券,B+
2022,601162,601162.SH,天风证券,B+
2023,601162,601162.SH,天风证券,B+
2017,601163,601163.SH,三角轮胎,C+
2015,601166,601166.SH,兴业银行,B
2016,601166,601166.SH,兴业银行,B
2017,601166,601166.SH,兴业银行,B
2018,601166,601166.SH,兴业银行,B
2019,601166,601166.SH,兴业银行,B
2020,601166,601166.SH,兴业银行,B
2021,601166,601166.SH,兴业银行,B
2022,601166,601166.SH,兴业银行,B+
2023,601166,601166.SH,兴业银行,B+
2015,601168,601168.SH,西部矿业,C+
2015,601168,601168.SH,西部矿业,C+
2015,601168,601168.SH,西部矿业,C+
2018,601168,601168.SH,西部矿业,C+
2019,601168,601168.SH,西部矿业,B
2020,601168,601168.SH,西部矿业,B-
2021,601168,601168.SH,西部矿业,B
2022,601168,601168.SH,西部矿业,B+
2023,601168,601168.SH,西部矿业,B+
2015,601169,601169.SH,北京银行,B-
2016,601169,601169.SH,北京银行,B-
2017,601169,601169.SH,北京银行,B-
2018,601169,601169.SH,北京银行,B
2019,601169,601169.SH,北京银行,B
2020,601169,601169.SH,北京银行,B
2021,601169,601169.SH,北京银行,B
2022,601169,601169.SH,北京银行,B
2023,601169,601169.SH,北京银行,B
2015,601179,601179.SH,中国西电,B-
2016,601179,601179.SH,中国西电,C+
2018,601179,601179.SH,中国西电,B-
2019,601179,601179.SH,中国西电,C+
2020,601179,601179.SH,中国西电,B-
2021,601179,601179.SH,中国西电,B-
2022,601179,601179.SH,中国西电,B
2023,601179,601179.SH,中国西电,B
2015,601186,601186.SH,中国铁建,B
2016,601186,601186.SH,中国铁建,B
2017,601186,601186.SH,中国铁建,B
2018,601186,601186.SH,中国铁建,B
2019,601186,601186.SH,中国铁建,B
2020,601186,601186.SH,中国铁建,B
2021,601186,601186.SH,中国铁建,B
2022,601186,601186.SH,中国铁建,B+
2023,601186,601186.SH,中国铁建,B+
2021,601187,601187.SH,厦门银行,B-
2022,601187,601187.SH,厦门银行,B
2023,601187,601187.SH,厦门银行,B
2016,601198,601198.SH,东兴证券,C+
2017,601198,601198.SH,东兴证券,C+
2018,601198,601198.SH,东兴证券,C+
2019,601198,601198.SH,东兴证券,C+
2020,601198,601198.SH,东兴证券,C+
2021,601198,601198.SH,东兴证券,C+
2022,601198,601198.SH,东兴证券,B-
2023,601198,601198.SH,东兴证券,B-
2018,601200,601200.SH,上海环境,B-
2019,601200,601200.SH,上海环境,B+
2020,601200,601200.SH,上海环境,B
2021,601200,601200.SH,上海环境,B
2022,601200,601200.SH,上海环境,B
2016,601211,601211.SH,国泰君安,C+
2017,601211,601211.SH,国泰君安,B-
2018,601211,601211.SH,国泰君安,B
2019,601211,601211.SH,国泰君安,B
2020,601211,601211.SH,国泰君安,B
2021,601211,601211.SH,国泰君安,B
2022,601211,601211.SH,国泰君安,B+
2023,601211,601211.SH,国泰君安,B+
2018,601212,601212.SH,白银有色,B-
2019,601212,601212.SH,白银有色,B-
2020,601212,601212.SH,白银有色,C+
2015,601216,601216.SH,君正集团,C+
2016,601216,601216.SH,君正集团,C
2017,601216,601216.SH,君正集团,C
2018,601216,601216.SH,君正集团,C
2019,601216,601216.SH,君正集团,C+
2020,601216,601216.SH,君正集团,B-
2021,601216,601216.SH,君正集团,B-
2022,601216,601216.SH,君正集团,B-
2023,601216,601216.SH,君正集团,C+
2015,601225,601225.SH,陕西煤业,C
2016,601225,601225.SH,陕西煤业,C
2017,601225,601225.SH,陕西煤业,B-
2018,601225,601225.SH,陕西煤业,B-
2019,601225,601225.SH,陕西煤业,B
2020,601225,601225.SH,陕西煤业,B
2021,601225,601225.SH,陕西煤业,B
2022,601225,601225.SH,陕西煤业,B-
2023,601225,601225.SH,陕西煤业,B-
2018,601228,601228.SH,广州港,B-
2019,601228,601228.SH,广州港,B
2020,601228,601228.SH,广州港,B-
2021,601228,601228.SH,广州港,B
2022,601228,601228.SH,广州港,B
2023,601228,601228.SH,广州港,B
2017,601229,601229.SH,上海银行,B
2018,601229,601229.SH,上海银行,B
2019,601229,601229.SH,上海银行,B-
2020,601229,601229.SH,上海银行,B
2021,601229,601229.SH,上海银行,B-
2022,601229,601229.SH,上海银行,B
2023,601229,601229.SH,上海银行,B
2015,601231,601231.SH,环旭电子,A-
2015,601231,601231.SH,环旭电子,A-
2019,601231,601231.SH,环旭电子,A-
2020,601231,601231.SH,环旭电子,A-
2021,601231,601231.SH,环旭电子,A
2023,601231,601231.SH,环旭电子,A-
2018,601233,601233.SH,桐昆股份,C+
2020,601233,601233.SH,桐昆股份,B-
2021,601233,601233.SH,桐昆股份,B
2023,601233,601233.SH,桐昆股份,B
2020,601236,601236.SH,红塔证券,B
2021,601236,601236.SH,红塔证券,B
2022,601236,601236.SH,红塔证券,B
2023,601236,601236.SH,红塔证券,B
2018,601238,601238.SH,广汽集团,B-
2019,601238,601238.SH,广汽集团,B
2020,601238,601238.SH,广汽集团,B
2021,601238,601238.SH,广汽集团,B+
2022,601238,601238.SH,广汽集团,B+
2023,601238,601238.SH,广汽集团,B+
2015,601258,601258.SH,庞大集团,C
2016,601258,601258.SH,庞大集团,C
2015,601288,601288.SH,中国农业银行,B-
2016,601288,601288.SH,中国农业银行,B-
2017,601288,601288.SH,中国农业银行,B
2018,601288,601288.SH,中国农业银行,B+
2019,601288,601288.SH,中国农业银行,B
2020,601288,601288.SH,中国农业银行,B+
2021,601288,601288.SH,中国农业银行,B+
2022,601288,601288.SH,中国农业银行,A-
2023,601288,601288.SH,中国农业银行,A-
2019,601298,601298.SH,青岛港,B+
2020,601298,601298.SH,青岛港,B+
2021,601298,601298.SH,青岛港,B+
2022,601298,601298.SH,青岛港,B+
2023,601298,601298.SH,青岛港,B+
2018,601311,601311.SH,骆驼股份,C+
2019,601311,601311.SH,骆驼股份,B-
2015,601318,601318.SH,中国平安,B
2016,601318,601318.SH,中国平安,B
2017,601318,601318.SH,中国平安,B
2018,601318,601318.SH,中国平安,B+
2019,601318,601318.SH,中国平安,B+
2020,601318,601318.SH,中国平安,B+
2021,601318,601318.SH,中国平安,A-
2022,601318,601318.SH,中国平安,A-
2023,601318,601318.SH,中国平安,A-
2019,601319,601319.SH,中国人保集团,B+
2020,601319,601319.SH,中国人保集团,B+
2021,601319,601319.SH,中国人保集团,B+
2022,601319,601319.SH,中国人保集团,B+
2023,601319,601319.SH,中国人保集团,B+
2019,601326,601326.SH,秦港股份,B+
2015,601328,601328.SH,交通银行,B
2016,601328,601328.SH,交通银行,B+
2017,601328,601328.SH,交通银行,B+
2018,601328,601328.SH,交通银行,B+
2019,601328,601328.SH,交通银行,B+
2020,601328,601328.SH,交通银行,B+
2021,601328,601328.SH,交通银行,B+
2022,601328,601328.SH,交通银行,B+
2023,601328,601328.SH,交通银行,B+
2015,601333,601333.SH,广深铁路,B
2016,601333,601333.SH,广深铁路,B
2017,601333,601333.SH,广深铁路,B
2018,601333,601333.SH,广深铁路,B+
2019,601333,601333.SH,广深铁路,B+
2020,601333,601333.SH,广深铁路,B+
2021,601333,601333.SH,广深铁路,B+
2022,601333,601333.SH,广深铁路,B+
2015,601336,601336.SH,新华保险,C+
2016,601336,601336.SH,新华保险,C+
2017,601336,601336.SH,新华保险,C+
2018,601336,601336.SH,新华保险,B
2019,601336,601336.SH,新华保险,B+
2020,601336,601336.SH,新华保险,B+
2021,601336,601336.SH,新华保险,B+
2022,601336,601336.SH,新华保险,B+
2023,601336,601336.SH,新华保险,B+
2018,601360,601360.SH,三六零,C+
2019,601360,601360.SH,三六零,B-
2020,601360,601360.SH,三六零,B-
2021,601360,601360.SH,三六零,B-
2022,601360,601360.SH,三六零,B
2023,601360,601360.SH,三六零,B
2017,601375,601375.SH,中原证券,B-
2015,601377,601377.SH,兴业证券,B-
2016,601377,601377.SH,兴业证券,B-
2017,601377,601377.SH,兴业证券,C+
2018,601377,601377.SH,兴业证券,C+
2019,601377,601377.SH,兴业证券,B+
2020,601377,601377.SH,兴业证券,B+
2021,601377,601377.SH,兴业证券,B+
2022,601377,601377.SH,兴业证券,A-
2023,601377,601377.SH,兴业证券,A-
2015,601390,601390.SH,中国中铁,C
2016,601390,601390.SH,中国中铁,C
2017,601390,601390.SH,中国中铁,C+
2018,601390,601390.SH,中国中铁,C+
2019,601390,601390.SH,中国中铁,B-
2020,601390,601390.SH,中国中铁,B-
2021,601390,601390.SH,中国中铁,B-
2022,601390,601390.SH,中国中铁,B+
2023,601390,601390.SH,中国中铁,B+
2015,601398,601398.SH,中国工商银行,B+
2016,601398,601398.SH,中国工商银行,B
2017,601398,601398.SH,中国工商银行,B+
2018,601398,601398.SH,中国工商银行,B+
2019,601398,601398.SH,中国工商银行,B+
2020,601398,601398.SH,中国工商银行,B+
2021,601398,601398.SH,中国工商银行,B+
2022,601398,601398.SH,中国工商银行,A-
2023,601398,601398.SH,中国工商银行,A-
2021,601456,601456.SH,国联证券,B+
2022,601456,601456.SH,国联证券,B+
2023,601456,601456.SH,国联证券,B+
2020,601512,601512.SH,中新集团,B-
2021,601512,601512.SH,中新集团,B-
2015,601555,601555.SH,东吴证券,B-
2016,601555,601555.SH,东吴证券,B-
2017,601555,601555.SH,东吴证券,C+
2018,601555,601555.SH,东吴证券,C+
2019,601555,601555.SH,东吴证券,B-
2020,601555,601555.SH,东吴证券,B-
2021,601555,601555.SH,东吴证券,B-
2022,601555,601555.SH,东吴证券,B+
2023,601555,601555.SH,东吴证券,B+
2021,601568,601568.SH,北元集团,B
2022,601568,601568.SH,北元集团,B+
2023,601568,601568.SH,北元集团,B+
2019,601577,601577.SH,长沙银行,B-
2020,601577,601577.SH,长沙银行,B
2021,601577,601577.SH,长沙银行,B+
2022,601577,601577.SH,长沙银行,B
2023,601577,601577.SH,长沙银行,B
2020,601598,601598.SH,中国外运,B+
2021,601598,601598.SH,中国外运,B+
2022,601598,601598.SH,中国外运,A-
2023,601598,601598.SH,中国外运,A-
2015,601600,601600.SH,中国铝业,C+
2016,601600,601600.SH,中国铝业,C+
2017,601600,601600.SH,中国铝业,B-
2018,601600,601600.SH,中国铝业,B-
2019,601600,601600.SH,中国铝业,B
2020,601600,601600.SH,中国铝业,B+
2021,601600,601600.SH,中国铝业,B+
2022,601600,601600.SH,中国铝业,A-
2023,601600,601600.SH,中国铝业,B+
2015,601601,601601.SH,中国太保,B
2016,601601,601601.SH,中国太保,B
2017,601601,601601.SH,中国太保,B+
2018,601601,601601.SH,中国太保,B+
2019,601601,601601.SH,中国太保,B
2020,601601,601601.SH,中国太保,B+
2021,601601,601601.SH,中国太保,B+
2022,601601,601601.SH,中国太保,B+
2023,601601,601601.SH,中国太保,B+
2015,601607,601607.SH,上海医药,B+
2016,601607,601607.SH,上海医药,B
2017,601607,601607.SH,上海医药,B+
2018,601607,601607.SH,上海医药,B+
2019,601607,601607.SH,上海医药,B+
2020,601607,601607.SH,上海医药,B-
2021,601607,601607.SH,上海医药,B
2022,601607,601607.SH,上海医药,B+
2023,601607,601607.SH,上海医药,B+
2016,601608,601608.SH,中信重工,B-
2017,601608,601608.SH,中信重工,B-
2018,601608,601608.SH,中信重工,B-
2019,601608,601608.SH,中信重工,B-
2020,601608,601608.SH,中信重工,B
2021,601608,601608.SH,中信重工,B
2022,601608,601608.SH,中信重工,B+
2023,601608,601608.SH,中信重工,B+
2017,601611,601611.SH,中国核建,B
2018,601611,601611.SH,中国核建,B
2019,601611,601611.SH,中国核建,B-
2020,601611,601611.SH,中国核建,B-
2021,601611,601611.SH,中国核建,B
2022,601611,601611.SH,中国核建,B
2023,601611,601611.SH,中国核建,B
2019,601615,601615.SH,明阳智能,B
2020,601615,601615.SH,明阳智能,B
2021,601615,601615.SH,明阳智能,B+
2022,601615,601615.SH,明阳智能,A-
2023,601615,601615.SH,明阳智能,A-
2015,601618,601618.SH,中国中冶,C+
2016,601618,601618.SH,中国中冶,C+
2017,601618,601618.SH,中国中冶,C+
2018,601618,601618.SH,中国中冶,B
2019,601618,601618.SH,中国中冶,B
2020,601618,601618.SH,中国中冶,B
2021,601618,601618.SH,中国中冶,B+
2022,601618,601618.SH,中国中冶,B+
2023,601618,601618.SH,中国中冶,B+
2015,601628,601628.SH,中国人寿,B-
2016,601628,601628.SH,中国人寿,B-
2017,601628,601628.SH,中国人寿,B
2018,601628,601628.SH,中国人寿,B
2019,601628,601628.SH,中国人寿,B+
2020,601628,601628.SH,中国人寿,B
2021,601628,601628.SH,中国人寿,B+
2022,601628,601628.SH,中国人寿,A-
2023,601628,601628.SH,中国人寿,A-
2015,601633,601633.SH,长城汽车,B
2016,601633,601633.SH,长城汽车,B
2017,601633,601633.SH,长城汽车,B
2018,601633,601633.SH,长城汽车,B+
2019,601633,601633.SH,长城汽车,B
2020,601633,601633.SH,长城汽车,B+
2021,601633,601633.SH,长城汽车,B+
2022,601633,601633.SH,长城汽车,A-
2023,601633,601633.SH,长城汽车,A-
2021,601636,601636.SH,旗滨集团,B-
2022,601636,601636.SH,旗滨集团,B-
2023,601636,601636.SH,旗滨集团,B-
2020,601658,601658.SH,中国邮政储蓄银行,B+
2021,601658,601658.SH,中国邮政储蓄银行,B+
2022,601658,601658.SH,中国邮政储蓄银行,B+
2023,601658,601658.SH,中国邮政储蓄银行,B+
2022,601665,601665.SH,齐鲁银行,B
2023,601665,601665.SH,齐鲁银行,B
2023,601666,601666.SH,平煤股份,B-
2015,601668,601668.SH,中国建筑,B-
2016,601668,601668.SH,中国建筑,B-
2017,601668,601668.SH,中国建筑,B
2018,601668,601668.SH,中国建筑,B-
2019,601668,601668.SH,中国建筑,B-
2020,601668,601668.SH,中国建筑,B
2021,601668,601668.SH,中国建筑,B-
2022,601668,601668.SH,中国建筑,B+
2023,601668,601668.SH,中国建筑,B
2015,601669,601669.SH,中国电建,C
2016,601669,601669.SH,中国电建,C+
2017,601669,601669.SH,中国电建,C+
2018,601669,601669.SH,中国电建,B-
2019,601669,601669.SH,中国电建,C+
2020,601669,601669.SH,中国电建,B-
2021,601669,601669.SH,中国电建,B-
2022,601669,601669.SH,中国电建,B
2023,601669,601669.SH,中国电建,B
2018,601678,601678.SH,滨化股份,B-
2019,601678,601678.SH,滨化股份,B-
2020,601678,601678.SH,滨化股份,B-
2015,601688,601688.SH,华泰证券,C+
2016,601688,601688.SH,华泰证券,C+
2017,601688,601688.SH,华泰证券,B-
2018,601688,601688.SH,华泰证券,B
2019,601688,601688.SH,华泰证券,B+
2020,601688,601688.SH,华泰证券,B+
2021,601688,601688.SH,华泰证券,B+
2022,601688,601688.SH,华泰证券,A-
2023,601688,601688.SH,华泰证券,A-
2018,601689,601689.SH,拓普集团,B-
2019,601689,601689.SH,拓普集团,C+
2020,601689,601689.SH,拓普集团,C+
2021,601689,601689.SH,拓普集团,B-
2023,601689,601689.SH,拓普集团,B-
2021,601696,601696.SH,中银证券,B
2022,601696,601696.SH,中银证券,B
2023,601696,601696.SH,中银证券,B
2020,601698,601698.SH,中国卫通,B-
2021,601698,601698.SH,中国卫通,B-
2022,601698,601698.SH,中国卫通,B-
2023,601698,601698.SH,中国卫通,B
2015,601699,601699.SH,潞安环能,B-
2015,601699,601699.SH,潞安环能,B-
2015,601699,601699.SH,潞安环能,B-
2019,601699,601699.SH,潞安环能,C+
2020,601699,601699.SH,潞安环能,B-
