year,证券代码,代码,公司名称,ESG综合评级
2020,826,000826.SZ,启迪环境,B-
2021,826,000826.SZ,启迪环境,B-
2018,829,000829.SZ,天音控股,C+
2019,829,000829.SZ,天音控股,B-
2018,830,000830.SZ,鲁西化工,C+
2019,830,000830.SZ,鲁西化工,C+
2020,830,000830.SZ,鲁西化工,C+
2021,830,000830.SZ,鲁西化工,C+
2022,830,000830.SZ,鲁西化工,C+
2023,830,000830.SZ,鲁西化工,B-
2015,831,000831.SZ,五矿稀土,B-
2022,831,000831.SZ,中国稀土,B-
2023,831,000831.SZ,中国稀土,B-
2015,839,000839.SZ,中信国安,B-
2016,839,000839.SZ,中信国安,B-
2017,839,000839.SZ,中信国安,B-
2018,839,000839.SZ,中信国安,B-
2018,848,000848.SZ,承德露露,B-
2019,848,000848.SZ,承德露露,C+
2020,848,000848.SZ,承德露露,C+
2015,858,000858.SZ,五粮液,B
2016,858,000858.SZ,五粮液,B
2017,858,000858.SZ,五粮液,B
2018,858,000858.SZ,五粮液,B
2019,858,000858.SZ,五粮液,B
2020,858,000858.SZ,五粮液,B
2021,858,000858.SZ,五粮液,B
2022,858,000858.SZ,五粮液,B
2023,858,000858.SZ,五粮液,B
2018,860,000860.SZ,顺鑫农业,C+
2019,860,000860.SZ,顺鑫农业,B
2020,860,000860.SZ,顺鑫农业,B
2021,860,000860.SZ,顺鑫农业,B
2019,869,000869.SZ,张裕,C+
2020,869,000869.SZ,张裕,B-
2021,869,000869.SZ,张裕,B-
2022,869,000869.SZ,张裕,B-
2023,869,000869.SZ,张裕,B-
2015,876,000876.SZ,新希望,B-
2016,876,000876.SZ,新希望,B-
2017,876,000876.SZ,新希望,B-
2018,876,000876.SZ,新希望,B-
2019,876,000876.SZ,新希望,B
2020,876,000876.SZ,新希望,B-
2021,876,000876.SZ,新希望,B
2022,876,000876.SZ,新希望,B
2023,876,000876.SZ,新希望,B+
2018,877,000877.SZ,天山股份,B-
2019,877,000877.SZ,天山股份,B-
2020,877,000877.SZ,天山股份,B
2021,877,000877.SZ,天山股份,B-
2022,877,000877.SZ,天山股份,B+
2023,877,000877.SZ,天山股份,A-
2015,878,000878.SZ,云南铜业,B-
2015,878,000878.SZ,云南铜业,B-
2015,878,000878.SZ,云南铜业,B-
2018,878,000878.SZ,云南铜业,B+
2019,878,000878.SZ,云南铜业,B+
2020,878,000878.SZ,云南铜业,B+
2021,878,000878.SZ,云南铜业,B+
2022,878,000878.SZ,云南铜业,B+
2023,878,000878.SZ,云南铜业,B+
2015,883,000883.SZ,湖北能源,C+
2016,883,000883.SZ,湖北能源,C+
2019,883,000883.SZ,湖北能源,B-
2020,883,000883.SZ,湖北能源,B
2021,883,000883.SZ,湖北能源,B-
2022,883,000883.SZ,湖北能源,B
2023,883,000883.SZ,湖北能源,B
2018,887,000887.SZ,中鼎股份,B-
2019,887,000887.SZ,中鼎股份,B-
2020,887,000887.SZ,中鼎股份,B-
2021,887,000887.SZ,中鼎股份,C+
2022,887,000887.SZ,中鼎股份,C+
2023,887,000887.SZ,中鼎股份,C+
2023,893,000893.SZ,亚钾国际,B-
2015,895,000895.SZ,双汇发展,B-
2016,895,000895.SZ,双汇发展,B
2017,895,000895.SZ,双汇发展,B
2018,895,000895.SZ,双汇发展,B
2019,895,000895.SZ,双汇发展,B
2020,895,000895.SZ,双汇发展,B+
2021,895,000895.SZ,双汇发展,B+
2022,895,000895.SZ,双汇发展,B+
2023,895,000895.SZ,双汇发展,B+
2015,898,000898.SZ,鞍钢股份,B
2016,898,000898.SZ,鞍钢股份,B
2018,898,000898.SZ,鞍钢股份,B
2019,898,000898.SZ,鞍钢股份,B
2020,898,000898.SZ,鞍钢股份,B
2021,898,000898.SZ,鞍钢股份,B
2022,898,000898.SZ,鞍钢股份,A-
2023,898,000898.SZ,鞍钢股份,A-
2015,917,000917.SZ,电广传媒,B-
2016,917,000917.SZ,电广传媒,C+
2017,917,000917.SZ,电广传媒,C+
2018,926,000926.SZ,福星股份,B-
2019,926,000926.SZ,福星股份,B-
2018,930,000930.SZ,中粮科技,B-
2019,930,000930.SZ,中粮科技,B-
2020,930,000930.SZ,中粮科技,B-
2021,930,000930.SZ,中粮科技,B
2022,930,000930.SZ,中粮科技,B-
2023,930,000930.SZ,中粮科技,B-
2019,932,000932.SZ,华菱钢铁,C+
2020,932,000932.SZ,华菱钢铁,B-
2021,932,000932.SZ,华菱钢铁,B+
2022,932,000932.SZ,华菱钢铁,B+
2023,932,000932.SZ,华菱钢铁,A-
2023,933,000933.SZ,神火煤电,C+
2015,937,000937.SZ,冀中能源,B
2015,937,000937.SZ,冀中能源,B
2015,937,000937.SZ,冀中能源,B
2018,937,000937.SZ,冀中能源,B-
2019,937,000937.SZ,冀中能源,B
2020,937,000937.SZ,冀中能源,B-
2021,937,000937.SZ,冀中能源,B-
2022,937,000937.SZ,冀中能源,B-
2023,937,000937.SZ,冀中能源,C+
2017,938,000938.SZ,紫光股份,C+
2018,938,000938.SZ,紫光股份,B
2019,938,000938.SZ,紫光股份,B
2020,938,000938.SZ,紫光股份,B
2021,938,000938.SZ,紫光股份,B+
2022,938,000938.SZ,紫光股份,B
2023,938,000938.SZ,紫光股份,B
2023,958,000958.SZ,电投产融,C+
2017,959,000959.SZ,首钢股份,B-
2018,959,000959.SZ,首钢股份,B-
2019,959,000959.SZ,首钢股份,B-
2020,959,000959.SZ,首钢股份,B
2021,959,000959.SZ,首钢股份,B
2022,959,000959.SZ,首钢股份,C+
2023,959,000959.SZ,首钢股份,C+
2015,960,000960.SZ,锡业股份,C+
2015,960,000960.SZ,锡业股份,C+
2018,960,000960.SZ,锡业股份,B-
2019,960,000960.SZ,锡业股份,B-
2020,960,000960.SZ,锡业股份,B+
2021,960,000960.SZ,锡业股份,B+
2022,960,000960.SZ,锡业股份,B+
2023,960,000960.SZ,锡业股份,B+
2017,961,000961.SZ,中南建设,C+
2018,961,000961.SZ,中南建设,C+
2019,961,000961.SZ,中南建设,C+
2020,961,000961.SZ,中南建设,C
2021,961,000961.SZ,中南建设,C
2022,961,000961.SZ,中南建设,B
2015,963,000963.SZ,华东医药,C
2016,963,000963.SZ,华东医药,C+
2017,963,000963.SZ,华东医药,C+
2018,963,000963.SZ,华东医药,B
2019,963,000963.SZ,华东医药,B
2020,963,000963.SZ,华东医药,B
2021,963,000963.SZ,华东医药,B
2022,963,000963.SZ,华东医药,B-
2023,963,000963.SZ,华东医药,B-
2020,967,000967.SZ,盈峰环境,B-
2021,967,000967.SZ,盈峰环境,B-
2022,967,000967.SZ,盈峰环境,B
2023,967,000967.SZ,盈峰环境,B
2018,969,000969.SZ,安泰科技,B-
2015,970,000970.SZ,中科三环,B
2015,970,000970.SZ,中科三环,B
2015,970,000970.SZ,中科三环,B
2018,970,000970.SZ,中科三环,B
2019,970,000970.SZ,中科三环,B
2020,970,000970.SZ,中科三环,B-
2021,970,000970.SZ,中科三环,B
2022,970,000970.SZ,中科三环,B-
2023,970,000970.SZ,中科三环,B-
2018,975,000975.SZ,银泰黄金,C+
2019,975,000975.SZ,银泰黄金,B-
2020,975,000975.SZ,银泰黄金,B-
2021,975,000975.SZ,银泰黄金,B-
2022,975,000975.SZ,银泰黄金,B-
2023,975,000975.SZ,银泰黄金,C+
2016,977,000977.SZ,浪潮信息,B-
2017,977,000977.SZ,浪潮信息,B-
2018,977,000977.SZ,浪潮信息,B-
2020,977,000977.SZ,浪潮信息,B
2021,977,000977.SZ,浪潮信息,B+
2022,977,000977.SZ,浪潮信息,A-
2023,977,000977.SZ,浪潮信息,A-
2018,980,000980.SZ,众泰汽车,C+
2019,980,000980.SZ,众泰汽车,C+
2015,983,000983.SZ,山西焦煤,C+
2015,983,000983.SZ,山西焦煤,C+
2017,983,000983.SZ,山西焦煤,C+
2018,983,000983.SZ,山西焦煤,C
2019,983,000983.SZ,山西焦煤,C
2020,983,000983.SZ,山西焦煤,C
2021,983,000983.SZ,山西焦煤,C+
2022,983,000983.SZ,山西焦煤股份公司,C+
2023,983,000983.SZ,山西焦煤股份公司,C+
2018,987,000987.SZ,越秀金控,B-
2019,987,000987.SZ,越秀金控,B-
2020,987,000987.SZ,越秀金控,B-
2022,987,000987.SZ,越秀资本,B
2023,987,000987.SZ,越秀资本,B
2018,988,000988.SZ,华工科技,C+
2019,988,000988.SZ,华工科技,C+
2020,988,000988.SZ,华工科技,B-
2021,988,000988.SZ,华工科技,B-
2022,988,000988.SZ,华工科技,B-
2023,988,000988.SZ,华工科技,B+
2018,990,000990.SZ,诚志股份,C+
2019,990,000990.SZ,诚志股份,C+
2020,990,000990.SZ,诚志股份,C+
2021,990,000990.SZ,诚志股份,B-
2022,990,000990.SZ,诚志股份,B-
2018,997,000997.SZ,新大陆,B-
2019,997,000997.SZ,新大陆,B-
2020,997,000997.SZ,新大陆,B-
2021,997,000997.SZ,新大陆,B-
2022,997,000997.SZ,新大陆,B-
2023,997,000997.SZ,新大陆,B-
2019,998,000998.SZ,隆平高科,B-
2020,998,000998.SZ,隆平高科,B-
2021,998,000998.SZ,隆平高科,B-
2022,998,000998.SZ,隆平高科,C+
2023,998,000998.SZ,隆平高科,C+
2015,999,000999.SZ,华润三九,B-
2016,999,000999.SZ,华润三九,B
2016,999,000999.SZ,华润三九,B
2018,999,000999.SZ,华润三九,B
2019,999,000999.SZ,华润三九,B+
2020,999,000999.SZ,华润三九,B+
2021,999,000999.SZ,华润三九,A-
2022,999,000999.SZ,华润三九,A-
2022,1203,001203.SZ,大中矿业,B-
2023,1203,001203.SZ,大中矿业,B-
2022,1227,001227.SZ,兰州银行,B
2023,1227,001227.SZ,兰州银行,B
2022,1289,001289.SZ,龙源电力,B
2023,1289,001289.SZ,龙源电力,B
2018,1696,001696.SZ,宗申动力,B-
2020,1872,001872.SZ,招商港口,B+
2021,1872,001872.SZ,招商港口,B+
2022,1872,001872.SZ,招商港口,B+
2023,1872,001872.SZ,招商港口,B+
2020,1914,001914.SZ,招商积余,B-
2021,1914,001914.SZ,招商积余,B-
2022,1914,001914.SZ,招商积余,C+
2023,1914,001914.SZ,招商积余,B-
2018,1965,001965.SZ,招商公路,C+
2022,1965,001965.SZ,招商公路,B-
2016,1979,001979.SZ,招商蛇口,B+
2017,1979,001979.SZ,招商蛇口,B+
2018,1979,001979.SZ,招商蛇口,B
2019,1979,001979.SZ,招商蛇口,B
2020,1979,001979.SZ,招商蛇口,B
2021,1979,001979.SZ,招商蛇口,B
2022,1979,001979.SZ,招商蛇口,B+
2023,1979,001979.SZ,招商蛇口,A-
2015,2001,002001.SZ,新和成,B-
2015,2001,002001.SZ,新和成,B-
2015,2001,002001.SZ,新和成,B-
2019,2001,002001.SZ,新和成,B
2020,2001,002001.SZ,新和成,B
2021,2001,002001.SZ,新和成,B
2022,2001,002001.SZ,新和成,B+
2023,2001,002001.SZ,新和成,B+
2018,2002,002002.SZ,鸿达兴业,B-
2019,2002,002002.SZ,鸿达兴业,B-
2020,2002,002002.SZ,鸿达兴业,B-
2021,2002,002002.SZ,鸿达兴业,B-
2022,2002,002002.SZ,鸿达兴业,B-
2018,2004,002004.SZ,华邦健康,C+
2019,2004,002004.SZ,华邦健康,C+
2020,2004,002004.SZ,华邦健康,C+
2021,2004,002004.SZ,华邦健康,B-
2022,2004,002004.SZ,华邦健康,B-
2015,2007,002007.SZ,华兰生物,B-
2016,2007,002007.SZ,华兰生物,B-
2017,2007,002007.SZ,华兰生物,B-
2018,2007,002007.SZ,华兰生物,B
2019,2007,002007.SZ,华兰生物,B-
2020,2007,002007.SZ,华兰生物,B-
2021,2007,002007.SZ,华兰生物,B-
2022,2007,002007.SZ,华兰生物,B-
2023,2007,002007.SZ,华兰生物,B-
2015,2008,002008.SZ,大族激光,B-
2016,2008,002008.SZ,大族激光,B-
2017,2008,002008.SZ,大族激光,B-
2018,2008,002008.SZ,大族激光,B-
2019,2008,002008.SZ,大族激光,B-
2020,2008,002008.SZ,大族激光,B-
2021,2008,002008.SZ,大族激光,B-
2022,2008,002008.SZ,大族激光,B
2023,2008,002008.SZ,大族激光,B
2019,2010,002010.SZ,传化智联,B-
2020,2010,002010.SZ,传化智联,B-
2021,2010,002010.SZ,传化智联,B
2022,2010,002010.SZ,传化智联,B
2023,2010,002010.SZ,传化智联,B
2018,2011,002011.SZ,盾安环境,B-
2018,2013,002013.SZ,中航机电,B-
2020,2013,002013.SZ,中航机电,B-
2021,2013,002013.SZ,中航机电,B-
2018,2019,002019.SZ,亿帆医药,B-
2019,2019,002019.SZ,亿帆医药,B-
2020,2019,002019.SZ,亿帆医药,B-
2021,2019,002019.SZ,亿帆医药,C+
2022,2019,002019.SZ,亿帆医药,B-
2023,2019,002019.SZ,亿帆医药,C+
2018,2022,002022.SZ,科华生物,B-
2015,2024,002024.SZ,苏宁易购,B
2016,2024,002024.SZ,苏宁易购,B
2017,2024,002024.SZ,苏宁易购,B
2018,2024,002024.SZ,苏宁易购,B
2019,2024,002024.SZ,苏宁易购,B
2020,2024,002024.SZ,苏宁易购,B
2021,2024,002024.SZ,苏宁易购,B+
2023,2025,002025.SZ,航天电器,B-
2016,2027,002027.SZ,分众传媒,C+
2017,2027,002027.SZ,分众传媒,B-
2018,2027,002027.SZ,分众传媒,C+
2019,2027,002027.SZ,分众传媒,B-
2020,2027,002027.SZ,分众传媒,C+
2021,2027,002027.SZ,分众传媒,B-
2022,2027,002027.SZ,分众传媒,C+
2023,2027,002027.SZ,分众传媒,B-
2018,2028,002028.SZ,思源电气,B-
2019,2028,002028.SZ,思源电气,B-
2020,2028,002028.SZ,思源电气,B-
2021,2028,002028.SZ,思源电气,B-
2022,2028,002028.SZ,思源电气,B
2023,2028,002028.SZ,思源电气,B
2018,2030,002030.SZ,达安基因,B-
2019,2030,002030.SZ,达安基因,B-
2020,2030,002030.SZ,达安基因,B-
2021,2030,002030.SZ,达安基因,B-
2022,2030,002030.SZ,达安基因,B
2023,2030,002030.SZ,达安基因,B
2019,2032,002032.SZ,苏泊尔,C+
2020,2032,002032.SZ,苏泊尔,C
2021,2032,002032.SZ,苏泊尔,C+
2022,2032,002032.SZ,苏泊尔,B+
2023,2032,002032.SZ,苏泊尔,B+
2015,2038,002038.SZ,双鹭药业,B
2015,2038,002038.SZ,双鹭药业,B
2015,2038,002038.SZ,双鹭药业,B
2018,2038,002038.SZ,双鹭药业,B-
2019,2038,002038.SZ,双鹭药业,B-
2020,2038,002038.SZ,双鹭药业,B-
2021,2038,002038.SZ,双鹭药业,B-
2018,2041,002041.SZ,登海种业,B-
2017,2044,002044.SZ,美年健康,C+
2018,2044,002044.SZ,美年健康,B-
2019,2044,002044.SZ,美年健康,B-
2020,2044,002044.SZ,美年健康,B
2021,2044,002044.SZ,美年健康,B
2018,2048,002048.SZ,宁波华翔,C+
2019,2048,002048.SZ,宁波华翔,B-
2020,2048,002048.SZ,宁波华翔,B-
2021,2048,002048.SZ,宁波华翔,B-
2022,2048,002048.SZ,宁波华翔,C+
2017,2049,002049.SZ,紫光国微,C+
2018,2049,002049.SZ,紫光国微,B-
2019,2049,002049.SZ,紫光国微,B-
2021,2049,002049.SZ,紫光国微,C+
2022,2049,002049.SZ,紫光国微,B
2023,2049,002049.SZ,紫光国微,B
2018,2050,002050.SZ,三花智控,B-
2019,2050,002050.SZ,三花智控,B-
2020,2050,002050.SZ,三花智控,B-
2021,2050,002050.SZ,三花智控,B-
2022,2050,002050.SZ,三花智控,B-
2023,2050,002050.SZ,三花智控,B-
2015,2051,002051.SZ,中工国际,B-
2015,2051,002051.SZ,中工国际,B-
2015,2051,002051.SZ,中工国际,B-
2018,2051,002051.SZ,中工国际,B
2019,2051,002051.SZ,中工国际,B
2020,2051,002051.SZ,中工国际,B
2018,2056,002056.SZ,横店东磁,B
2019,2056,002056.SZ,横店东磁,B
2020,2056,002056.SZ,横店东磁,B
2021,2056,002056.SZ,横店东磁,B
2022,2056,002056.SZ,横店东磁,B+
2023,2056,002056.SZ,横店东磁,A-
2018,2064,002064.SZ,华峰化学,B
2019,2064,002064.SZ,华峰化学,B
2020,2064,002064.SZ,华峰化学,B
2022,2064,002064.SZ,华峰化学,B
2023,2064,002064.SZ,华峰化学,B
2015,2065,002065.SZ,东华软件,B-
2016,2065,002065.SZ,东华软件,B-
2017,2065,002065.SZ,东华软件,B
2018,2065,002065.SZ,东华软件,B-
2019,2065,002065.SZ,东华软件,B
2021,2065,002065.SZ,东华软件,B
2022,2065,002065.SZ,东华软件,B
2023,2065,002065.SZ,东华软件,B
2018,2073,002073.SZ,软控股份,B-
2017,2074,002074.SZ,国轩高科,B-
2018,2074,002074.SZ,国轩高科,B-
2019,2074,002074.SZ,国轩高科,B-
2020,2074,002074.SZ,国轩高科,B-
2021,2074,002074.SZ,国轩高科,B+
2022,2074,002074.SZ,国轩高科,B+
2023,2074,002074.SZ,国轩高科,B+
2019,2075,002075.SZ,沙钢股份,B-
2020,2075,002075.SZ,沙钢股份,B-
2021,2075,002075.SZ,沙钢股份,B-
2018,2078,002078.SZ,太阳纸业,B
2019,2078,002078.SZ,太阳纸业,B
2020,2078,002078.SZ,太阳纸业,B
2021,2078,002078.SZ,太阳纸业,B-
2022,2078,002078.SZ,太阳纸业,B
2023,2078,002078.SZ,太阳纸业,B
2020,2080,002080.SZ,中材科技,B-
2021,2080,002080.SZ,中材科技,B-
2023,2080,002080.SZ,中材科技,B+
2015,2081,002081.SZ,金螳螂,C+
2016,2081,002081.SZ,金螳螂,C
2017,2081,002081.SZ,金螳螂,C+
2018,2081,002081.SZ,金螳螂,B-
2019,2081,002081.SZ,金螳螂,B-
2020,2081,002081.SZ,金螳螂,C+
2021,2081,002081.SZ,金螳螂,C+
2022,2081,002081.SZ,金螳螂,B-
2023,2081,002081.SZ,金螳螂,B-
2018,2085,002085.SZ,万丰奥威,C+
2019,2085,002085.SZ,万丰奥威,B-
2020,2085,002085.SZ,万丰奥威,B-
2021,2085,002085.SZ,万丰奥威,B-
2018,2092,002092.SZ,中泰化学,B-
2019,2092,002092.SZ,中泰化学,B
2020,2092,002092.SZ,中泰化学,B
2021,2092,002092.SZ,中泰化学,B
2022,2092,002092.SZ,中泰化学,B+
2023,2092,002092.SZ,中泰化学,B+
2018,2093,002093.SZ,国脉科技,B-
2019,2093,002093.SZ,国脉科技,B-
2020,2093,002093.SZ,国脉科技,B-
2018,2110,002110.SZ,三钢闽光,B-
2019,2110,002110.SZ,三钢闽光,B
2020,2110,002110.SZ,三钢闽光,B
2021,2110,002110.SZ,三钢闽光,B
2022,2110,002110.SZ,三钢闽光,B
2023,2110,002110.SZ,三钢闽光,B
2018,2118,002118.SZ,紫鑫药业,C+
2019,2118,002118.SZ,紫鑫药业,B-
2020,2118,002118.SZ,紫鑫药业,B-
2019,2120,002120.SZ,韵达股份,C+
2020,2120,002120.SZ,韵达股份,C+
2021,2120,002120.SZ,韵达股份,C+
2022,2120,002120.SZ,韵达股份,B
2023,2120,002120.SZ,韵达股份,B
2020,2124,002124.SZ,天邦股份,C+
2021,2124,002124.SZ,天邦股份,B-
2022,2124,002124.SZ,天邦食品,B-
2018,2127,002127.SZ,南极电商,B-
2019,2127,002127.SZ,南极电商,C+
2020,2127,002127.SZ,南极电商,C+
2021,2127,002127.SZ,南极电商,C+
2022,2127,002127.SZ,南极电商,C+
2018,2128,002128.SZ,露天煤业,C+
2019,2128,002128.SZ,露天煤业,C+
2020,2128,002128.SZ,露天煤业,C
2021,2128,002128.SZ,露天煤业,C+
2022,2128,002128.SZ,电投能源,C+
2023,2128,002128.SZ,电投能源,B
2015,2129,002129.SZ,中环股份,B-
2016,2129,002129.SZ,中环股份,B-
2018,2129,002129.SZ,中环股份,B
2019,2129,002129.SZ,中环股份,B
2020,2129,002129.SZ,中环股份,B-
2021,2129,002129.SZ,中环股份,B+
2022,2129,002129.SZ,TCL中环,A-
2023,2129,002129.SZ,TCL中环,A-
2017,2131,002131.SZ,利欧股份,C+
2018,2131,002131.SZ,利欧股份,C+
2019,2131,002131.SZ,利欧股份,B-
2020,2131,002131.SZ,利欧股份,B-
2021,2131,002131.SZ,利欧股份,C+
2022,2131,002131.SZ,利欧股份,C+
2023,2131,002131.SZ,利欧股份,C+
2020,2138,002138.SZ,顺络电子,B-
2021,2138,002138.SZ,顺络电子,B
2022,2138,002138.SZ,顺络电子,B-
2023,2138,002138.SZ,顺络电子,B-
2015,2142,002142.SZ,宁波银行,B
2016,2142,002142.SZ,宁波银行,B
2017,2142,002142.SZ,宁波银行,B
2018,2142,002142.SZ,宁波银行,B-
2019,2142,002142.SZ,宁波银行,B
2020,2142,002142.SZ,宁波银行,B
2021,2142,002142.SZ,宁波银行,B
2022,2142,002142.SZ,宁波银行,B
2023,2142,002142.SZ,宁波银行,B
2015,2146,002146.SZ,荣盛发展,C+
2016,2146,002146.SZ,荣盛发展,C+
2017,2146,002146.SZ,荣盛发展,C+
2018,2146,002146.SZ,荣盛发展,C+
2019,2146,002146.SZ,荣盛发展,B-
2020,2146,002146.SZ,荣盛发展,B-
2021,2146,002146.SZ,荣盛发展,B-
2022,2146,002146.SZ,荣盛发展,B-
2018,2147,002147.SZ,新光圆成,B-
2016,2152,002152.SZ,广电运通,B
2017,2152,002152.SZ,广电运通,B-
2018,2152,002152.SZ,广电运通,B-
2019,2152,002152.SZ,广电运通,B-
2020,2152,002152.SZ,广电运通,B-
2021,2152,002152.SZ,广电运通,B-
2022,2152,002152.SZ,广电运通,B-
2023,2152,002152.SZ,广电运通,B-
2015,2153,002153.SZ,石基信息,B-
2016,2153,002153.SZ,石基信息,B-
2017,2153,002153.SZ,石基信息,B-
2018,2153,002153.SZ,石基信息,B-
2019,2153,002153.SZ,石基信息,B-
2020,2153,002153.SZ,石基信息,B-
2021,2153,002153.SZ,石基信息,B-
2022,2153,002153.SZ,石基信息,B-
2023,2153,002153.SZ,石基信息,B-
2018,2155,002155.SZ,湖南黄金,B-
2019,2155,002155.SZ,湖南黄金,B-
2020,2155,002155.SZ,湖南黄金,B-
2021,2155,002155.SZ,湖南黄金,B-
2022,2155,002155.SZ,湖南黄金,B-
2023,2155,002155.SZ,湖南黄金,B-
2020,2156,002156.SZ,通富微电,B-
2021,2156,002156.SZ,通富微电,B-
2022,2156,002156.SZ,通富微电,B-
2023,2156,002156.SZ,通富微电,B-
2019,2157,002157.SZ,正邦科技,C
2020,2157,002157.SZ,正邦科技,C
2021,2157,002157.SZ,正邦科技,C
2017,2174,002174.SZ,游族网络,C+
2018,2174,002174.SZ,游族网络,C+
2019,2174,002174.SZ,游族网络,C+
2020,2174,002174.SZ,游族网络,B-
2021,2174,002174.SZ,游族网络,B-
2022,2174,002174.SZ,游族网络,B+
2018,2176,002176.SZ,江特电机,B-
2019,2176,002176.SZ,江特电机,B-
2018,2179,002179.SZ,中航光电,B
2019,2179,002179.SZ,中航光电,B-
2020,2179,002179.SZ,中航光电,B
2021,2179,002179.SZ,中航光电,B+
2022,2179,002179.SZ,中航光电,B+
2023,2179,002179.SZ,中航光电,A-
2018,2180,002180.SZ,纳思达,B-
2021,2180,002180.SZ,纳思达,B-
2022,2180,002180.SZ,纳思达,B-
2023,2180,002180.SZ,纳思达,B-
2016,2183,002183.SZ,怡亚通,C+
2017,2183,002183.SZ,怡亚通,C+
2018,2183,002183.SZ,怡亚通,C+
2019,2183,002183.SZ,怡亚通,C+
2020,2183,002183.SZ,怡亚通,C+
2021,2183,002183.SZ,怡亚通,C+
2022,2183,002183.SZ,怡亚通,C+
2023,2183,002183.SZ,怡亚通,C+
2020,2185,002185.SZ,华天科技,B-
2021,2185,002185.SZ,华天科技,B-
2022,2185,002185.SZ,华天科技,B-
2023,2185,002185.SZ,华天科技,B-
2018,2190,002190.SZ,成飞集成,B-
2018,2191,002191.SZ,劲嘉股份,B-
2019,2191,002191.SZ,劲嘉股份,B-
2020,2191,002191.SZ,劲嘉股份,B-
2021,2191,002191.SZ,劲嘉股份,B-
2022,2191,002191.SZ,劲嘉股份,B-
2023,2192,002192.SZ,融捷股份,B
2016,2195,002195.SZ,二三四五,B-
2017,2195,002195.SZ,二三四五,C+
2018,2195,002195.SZ,二三四五,C+
2019,2195,002195.SZ,二三四五,C
2020,2195,002195.SZ,二三四五,C
2021,2195,002195.SZ,二三四五,C
2022,2195,002195.SZ,岩山科技,C+
2023,2195,002195.SZ,岩山科技,C+
2015,2202,002202.SZ,金风科技,B-
2016,2202,002202.SZ,金风科技,B-
2017,2202,002202.SZ,金风科技,B+
2018,2202,002202.SZ,金风科技,B+
2019,2202,002202.SZ,金风科技,A-
2020,2202,002202.SZ,金风科技,B+
2021,2202,002202.SZ,金风科技,B+
2022,2202,002202.SZ,金风科技,B+
2023,2202,002202.SZ,金风科技,B+
2020,2203,002203.SZ,海亮股份,B+
