证券代码,证券简称,综合评级,年度,综合得分,E评级,E得分,S评级,S得分,G评级,G得分
002596.SZ,海南瑞泽,B,2022,71.353,CC,62.188,BB,76.097,BB,75.926
002597.SZ,金禾实业,B,2022,74.356,CCC,65.552,B,74.521,BBB,84.491
002598.SZ,山东章鼓,B,2022,73.414,C,58.112,BBB,81.205,BBB,80.423
002599.SZ,盛通股份,B,2022,72.99,CC,60.593,BB,79.952,BB,78.76
002600.SZ,领益智造,BB,2022,78.365,BB,78.861,BBB,80.584,BB,76.503
002601.SZ,龙佰集团,B,2022,74.264,CCC,66.866,BB,77.421,BBB,80.744
002602.SZ,世纪华通,BB,2022,78.675,CCC,67.011,BB,78.174,BBB,82.816
002603.SZ,以岭药业,BB,2022,75.947,C,57.156,BB,79.758,BBB,81.609
002605.SZ,姚记科技,BB,2022,78.245,C,58.857,BB,77.492,BBB,84.735
002606.SZ,大连电瓷,B,2022,71.349,C,56.773,B,73.811,BBB,82.215
002607.SZ,中公教育,CCC,2022,69.49,CCC,67.474,B,70.885,CCC,68.841
002608.SZ,江苏国信,B,2022,71.18,CC,62.604,B,73.607,BB,79.235
002609.SZ,捷顺科技,BB,2022,77.374,C,56.714,BB,78.764,BBB,82.543
002610.SZ,爱康科技,B,2022,71.095,CCC,67.111,B,71.127,B,73.146
002611.SZ,东方精工,B,2022,73.476,C,58.093,BB,79.478,BBB,81.673
002612.SZ,朗姿股份,BB,2022,79.69,B,72.021,A,85.713,BBB,80.75
002613.SZ,北玻股份,CCC,2022,69.961,C,56.996,CCC,67.432,BBB,81.634
002614.SZ,奥佳华,B,2022,72.155,C,59.9,BBB,80.499,B,71.852
002615.SZ,哈尔斯,B,2022,73.877,CC,64.575,BB,77.084,BB,76.419
002616.SZ,长青集团,B,2022,70.352,C,57.015,B,71.988,BBB,80.052
002617.SZ,露笑科技,CCC,2022,69.108,C,59.227,B,74.627,B,74.121
002620.SZ,瑞和股份,B,2022,71.68,CC,62.298,BBB,82,B,72.124
002621.SZ,美吉姆,CCC,2022,65.492,CCC,66.842,CCC,68.38,CC,62.63
002622.SZ,皓宸医疗,CCC,2022,66.205,C,57.369,B,72.828,CCC,69.656
002623.SZ,亚玛顿,B,2022,73.188,CCC,69.472,B,70.776,BB,76.865
002624.SZ,完美世界,BBB,2022,80.589,B,70.333,BBB,80.067,BBB,82.392
002625.SZ,光启技术,CCC,2022,68.086,C,57.219,B,74.653,B,72.414
002626.SZ,金达威,BB,2022,76.285,CCC,65.353,B,73.783,BBB,83.495
002627.SZ,三峡旅游,B,2022,72.55,CC,64.678,B,73.51,BB,76.694
002628.SZ,成都路桥,B,2022,70.519,CC,60.982,BBB,80.526,B,71.314
002629.SZ,仁智股份,CC,2022,64.638,CC,61.205,BB,75.328,CC,61.964
002630.SZ,华西能源,CCC,2022,68.753,C,57.87,BB,75.981,B,72.68
002631.SZ,德尔未来,B,2022,71.732,CC,60.797,BBB,83.221,BB,77.436
002632.SZ,道明光学,CCC,2022,69.708,CC,61.298,BB,75.175,BB,75.806
002633.SZ,申科股份,B,2022,70.837,C,58.093,BB,76.99,BB,76.885
002634.SZ,棒杰股份,B,2022,73.374,CC,60.538,B,74.636,BBB,81.514
002635.SZ,安洁科技,BB,2022,77.239,CCC,65.231,BB,78.207,BBB,83.157
002636.SZ,金安国纪,BB,2022,75.874,CCC,67.111,B,73.915,BBB,81.853
002637.SZ,赞宇科技,B,2022,72.035,CC,62.619,BBB,80.111,BB,77.542
002638.SZ,勤上股份,CCC,2022,67.082,CCC,66.139,BB,78.84,C,59.083
002639.SZ,雪人股份,BB,2022,75.119,CC,64.044,BB,79.109,BBB,81.228
002640.SZ,跨境通,CCC,2022,67.005,CCC,66.842,B,72.879,CC,62.969
002641.SZ,公元股份,BB,2022,75.68,CCC,65.894,BBB,82.716,BBB,82.447
002642.SZ,荣联科技,B,2022,73.636,C,56.714,BBB,80.403,B,73.388
002643.SZ,万润股份,B,2022,73.479,CC,61.634,BBB,81.529,BBB,81.833
002644.SZ,佛慈制药,B,2022,72.595,C,57.156,BB,78.07,BB,75.38
002645.SZ,华宏科技,B,2022,73.425,C,58.539,BBB,80.818,BBB,80.36
002646.SZ,天佑德酒,B,2022,73.683,CC,62.302,BBB,81.046,BBB,80.433
002647.SZ,仁东控股,CCC,2022,66.863,CC,60.615,B,74.153,CC,62.696
002648.SZ,卫星化学,B,2022,72.161,CCC,65.045,BB,79.979,BB,75.167
002649.SZ,博彦科技,BB,2022,77.359,C,56.429,BBB,80.31,BBB,81.367
002650.SZ,加加食品,B,2022,72.106,CC,64.423,BB,77.68,BB,75.356
002651.SZ,利君股份,B,2022,74.836,C,59.748,BB,79.985,BBB,83.338
002652.SZ,扬子新材,CC,2022,62.501,CC,61.38,CCC,69.366,C,59.764
002653.SZ,海思科,B,2022,71.471,C,56.594,B,73.793,BB,76.509
002654.SZ,万润科技,B,2022,72.124,CCC,66,B,72.018,B,73.008
002655.SZ,共达电声,B,2022,72.608,CCC,67.111,BB,78.865,B,70.953
002656.SZ,ST摩登,CCC,2022,67.379,CC,64.1,BB,76.02,CC,62.468
002657.SZ,中科金财,BB,2022,77.661,C,57.286,BB,79.092,BBB,82.712
002658.SZ,雪迪龙,B,2022,74.606,C,58.099,BB,76.509,A,86.684
002659.SZ,凯文教育,B,2022,72.728,CCC,67.474,CCC,68.078,BB,78.18
002660.SZ,茂硕电源,CCC,2022,69.945,C,58.562,B,73.669,BB,77.33
002661.SZ,克明食品,B,2022,71.468,CC,61.085,BB,75.619,BB,78.231
002662.SZ,京威股份,CCC,2022,69.149,CC,60.457,B,73.298,B,71.83
002663.SZ,普邦股份,B,2022,73.639,CC,64.667,BB,78.41,BB,77.668
002664.SZ,信质集团,B,2022,72.634,CC,60.274,B,73.462,BBB,80.741
002665.SZ,首航高科,CCC,2022,65.925,C,59.381,B,73.586,CCC,66.798
002666.SZ,德联集团,B,2022,73.031,CC,61.693,BB,76.436,BBB,83.93
002667.SZ,鞍重股份,B,2022,70.328,C,57.442,BB,77.958,BB,75.561
002668.SZ,奥马电器,CC,2022,64.84,CC,62.45,CCC,69.316,CC,62.258
002669.SZ,康达新材,B,2022,72.362,CC,62.47,BB,79.061,BB,79.353
002670.SZ,国盛金控,B,2022,71.061,C,55.844,B,71.33,BB,75.118
002671.SZ,龙泉股份,B,2022,72.332,CC,61.155,BB,75.683,BB,79.184
002672.SZ,东江环保,BB,2022,76.819,B,71.204,A,89.321,B,73.853
002673.SZ,西部证券,B,2022,74.416,C,55.844,B,72.129,BBB,81.124
002674.SZ,兴业科技,B,2022,74.218,CCC,65.441,BB,78.509,BB,77.309
002675.SZ,东诚药业,B,2022,74.914,C,57.156,BB,78.224,BBB,80.498
002676.SZ,顺威股份,B,2022,74.765,CC,62.075,BBB,80.05,BB,77.424
002677.SZ,浙江美大,BB,2022,75.712,CC,61.25,BB,78.452,BBB,81.652
002678.SZ,珠江钢琴,B,2022,74.698,CC,61.925,BB,77.492,BBB,80.062
002679.SZ,福建金森,B,2022,72.254,CCC,68.193,B,73.16,BB,76.651
002681.SZ,奋达科技,B,2022,71.358,CC,61.55,BBB,82.313,CCC,67.327
002682.SZ,龙洲股份,B,2022,72.227,B,70.292,B,72.483,B,73.23
002683.SZ,广东宏大,CCC,2022,68.046,CC,60.057,CCC,65.997,BB,79.672
002685.SZ,华东重机,B,2022,72.256,C,57.442,BB,78.511,BB,79.85
002686.SZ,亿利达,CCC,2022,68.004,C,56.419,BB,79.274,CCC,69.937
002687.SZ,乔治白,BB,2022,75.589,CCC,65.441,B,73.451,BBB,84.29
002688.SZ,金河生物,B,2022,70.782,C,48.594,B,72.89,BB,79.374
002689.SZ,远大智能,CCC,2022,67.281,C,59.079,BB,76.741,CCC,67.72
002690.SZ,美亚光电,B,2022,72.119,C,57.449,BB,79.515,BB,79.449
002691.SZ,冀凯股份,B,2022,70.145,C,55.694,B,74.833,BB,78.442
002692.SZ,ST远程,CCC,2022,68.225,C,59.074,B,74.864,B,71.933
002693.SZ,双成药业,B,2022,71.766,C,54.961,BB,77.213,BB,75.205
002694.SZ,顾地科技,CC,2022,63.263,CC,60.742,B,74.841,C,59.134
002695.SZ,煌上煌,B,2022,73.809,CC,61.318,BB,79.124,BBB,81.721
002696.SZ,百洋股份,B,2022,71.196,CC,60.154,B,74.175,BB,79.395
002697.SZ,红旗连锁,BB,2022,75.347,CC,63.647,BB,76.431,BBB,80.307
002698.SZ,博实股份,B,2022,74.594,C,58.093,BBB,81.482,BBB,83.104
002699.SZ,ST美盛,CCC,2022,66.319,CC,61.025,B,73.414,CC,64.234
002700.SZ,ST浩源,B,2022,70.117,CC,61.585,BB,79.696,B,72.301
002701.SZ,奥瑞金,CCC,2022,65.663,C,54.416,BB,76.632,B,71.406
002702.SZ,海欣食品,B,2022,70.441,CC,60.464,BB,78.299,B,74.225
002703.SZ,浙江世宝,BB,2022,79.563,B,70.726,BB,77.863,A,87.298
002705.SZ,新宝股份,BB,2022,77.127,CC,63.725,BBB,81.071,BBB,81.387
002706.SZ,良信股份,B,2022,73.015,CC,62.994,BB,77.373,BB,78.855
002707.SZ,众信旅游,B,2022,70.751,C,58.065,B,71.691,BB,76.407
002708.SZ,光洋股份,B,2022,70.422,C,58.093,BBB,82.104,B,72.675
002709.SZ,天赐材料,BB,2022,79.136,B,73.16,BB,79.15,A,86.081
002712.SZ,思美传媒,B,2022,73.25,CC,63.333,B,73.054,B,74.704
002713.SZ,东易日盛,B,2022,72.858,CC,62.912,BBB,83.597,B,73.472
002714.SZ,牧原股份,BB,2022,77.598,CCC,67.424,A,85.155,BBB,81.777
002715.SZ,登云股份,B,2022,70.038,CC,60.457,B,70.363,BB,76.588
002716.SZ,金贵银业,B,2022,70.242,CC,62.553,BB,79.638,B,72.866
002717.SZ,岭南股份,B,2022,73.231,CCC,65.246,BBB,80.423,B,74.734
002718.SZ,友邦吊顶,B,2022,73.174,CC,61.775,BB,77.241,BB,76.166
002719.SZ,麦趣尔,CCC,2022,68.013,CC,60.542,BB,77.99,CCC,67.974
002721.SZ,金一文化,CCC,2022,66.432,C,59,CCC,69.694,CCC,69.317
002722.SZ,物产金轮,B,2022,71.307,C,55.917,BB,75.912,BBB,80.387
002723.SZ,小崧股份,B,2022,72.433,CC,60.95,BB,79.118,B,73.154
002724.SZ,海洋王,B,2022,71.876,C,59.381,BB,76.923,BB,79.396
002725.SZ,跃岭股份,B,2022,70.123,CC,60.457,CCC,67.906,BB,78.887
002726.SZ,龙大美食,B,2022,71.868,CC,60.464,BB,79.639,BB,77.043
002727.SZ,一心堂,BB,2022,75.276,CCC,65.353,BB,75.247,BBB,80.179
002728.SZ,特一药业,B,2022,74.597,C,56.406,BB,78.319,BBB,80.052
002729.SZ,好利科技,BB,2022,75.699,CCC,68.083,B,74.649,BBB,80.423
002730.SZ,电光科技,BB,2022,75.376,CC,62.193,BB,76.497,A,85.88
002731.SZ,萃华珠宝,B,2022,70.688,CC,60.969,B,73.242,BB,75.698
002732.SZ,燕塘乳业,B,2022,73.167,CC,61.473,BB,76.907,BBB,81.44
002733.SZ,雄韬股份,CCC,2022,69.882,C,56.773,BB,78.379,BB,75.814
002734.SZ,利民股份,BB,2022,77.527,B,73.004,BBB,83.814,BB,78.548
002735.SZ,王子新材,B,2022,70.042,C,58.31,B,74.632,BB,79.799
002736.SZ,国信证券,BB,2022,77.483,CCC,68.831,B,73.744,BBB,82.403
002737.SZ,葵花药业,B,2022,72.767,C,56.406,B,71.746,BBB,81.155
002738.SZ,中矿资源,B,2022,71.575,C,57.015,BB,76.024,BBB,80.574
002739.SZ,万达电影,B,2022,72.598,CC,60.667,B,72.434,B,74.299
002740.SZ,ST爱迪尔,CC,2022,64.44,CC,60.723,B,74.644,C,59.691
002741.SZ,光华科技,B,2022,72.698,CC,63.24,BB,79.018,BB,79.44
002742.SZ,ST三圣,CC,2022,64.206,CC,62.703,BB,79.611,C,55.833
002743.SZ,富煌钢构,B,2022,71.866,CC,61.198,BBB,82.96,BB,76.969
002745.SZ,木林森,B,2022,74.249,CCC,68.556,B,74.974,BB,77.404
002746.SZ,仙坛股份,B,2022,73.745,CC,60.62,BB,76.495,BBB,84.046
002747.SZ,埃斯顿,BB,2022,79.957,BBB,83.165,BBB,81.873,BB,76.259
002748.SZ,世龙实业,CCC,2022,69.881,CC,61.842,BB,79.579,B,72.69
002749.SZ,国光股份,B,2022,74.232,CC,64.172,BB,79.879,BBB,82.129
002750.SZ,龙津药业,B,2022,73.834,C,56.406,BB,75.623,BBB,80.477
002751.SZ,*ST易尚,CCC,2022,66.91,C,57.232,B,74.133,B,70.347
002752.SZ,昇兴股份,CCC,2022,65.637,C,59.081,BB,76.395,CCC,66.585
002753.SZ,永东股份,B,2022,72.418,CC,61.693,BB,78.236,BBB,80.975
002755.SZ,奥赛康,B,2022,74.819,C,56.406,B,73.697,BBB,84.237
002756.SZ,永兴材料,BB,2022,75.8,CCC,65.378,BBB,84.515,BBB,82.385
002757.SZ,南兴股份,B,2022,72.914,C,57.647,BBB,80.522,BBB,80.011
002758.SZ,浙农股份,B,2022,71.559,CC,63.7,BB,78.388,CCC,69.965
002759.SZ,天际股份,B,2022,71.046,CCC,66.139,BB,77.254,CCC,69.118
002760.SZ,凤形股份,CCC,2022,69.736,C,57.87,B,73.455,BB,76.63
002761.SZ,浙江建投,B,2022,72.479,CC,63.798,BBB,80.304,B,74.108
002762.SZ,金发拉比,B,2022,72.924,CC,60.108,B,70.755,BBB,83.528
002763.SZ,汇洁股份,B,2022,70.621,CC,60.723,B,71.072,BB,77.277
002765.SZ,蓝黛科技,B,2022,70.558,CC,64.518,BB,79.359,CCC,67.412
002766.SZ,索菱股份,CCC,2022,68.562,C,53.682,B,73.916,CCC,68.725
002767.SZ,先锋电子,BB,2022,78.022,CCC,67.111,BB,79.115,BBB,82.914
002768.SZ,国恩股份,B,2022,72.679,CC,63.396,BBB,81.529,BB,77.509
002769.SZ,普路通,B,2022,70.4,C,58.099,BB,76.315,BB,76.715
002771.SZ,真视通,CCC,2022,66.855,C,56.714,BB,75.294,CC,63.217
002772.SZ,众兴菌业,B,2022,70.196,CC,60.62,BBB,80.464,B,71.915
002773.SZ,康弘药业,BBB,2022,82.178,B,74.961,BBB,84.746,BBB,83.473
002774.SZ,快意电梯,B,2022,70.877,C,55.489,BB,78.58,BB,78.008
002775.SZ,文科园林,CCC,2022,68.401,C,57.449,BB,75.636,B,72.851
002776.SZ,ST柏龙,CC,2022,64.232,CC,60.354,B,70.922,CC,62.136
002777.SZ,久远银海,BB,2022,75.519,C,54.5,BB,77.424,BBB,80.582
002778.SZ,中晟高科,CCC,2022,67.354,CC,64.332,B,73.934,CCC,66.152
002779.SZ,中坚科技,B,2022,71.251,C,58.093,BB,77.75,BB,77.403
002780.SZ,三夫户外,BB,2022,75.206,CC,64.1,BB,75.576,BB,79.755
002781.SZ,*ST奇信,CC,2022,62.417,CC,61.553,BBB,80.526,C,50.336
002782.SZ,可立克,BB,2022,78.021,CCC,68.083,BB,79.441,BBB,82.172
002783.SZ,凯龙股份,B,2022,72.384,CC,61.531,BB,79.236,BBB,80.39
002785.SZ,万里石,CCC,2022,69.89,CC,62.075,BB,78.444,B,73.367
002786.SZ,银宝山新,B,2022,70.279,CC,62.482,BBB,80.514,CCC,69.915
002787.SZ,华源控股,CCC,2022,69.748,C,59.081,BB,77.5,BB,76.652
002788.SZ,鹭燕医药,B,2022,72.394,C,56.636,BB,79.687,B,74.042
002789.SZ,建艺集团,CCC,2022,65.828,C,59.667,BBB,81.693,C,59.701
002790.SZ,瑞尔特,B,2022,74.734,CC,62.975,BB,76.159,BBB,80.276
002791.SZ,坚朗五金,B,2022,73.993,CC,61.38,BB,76.662,BBB,82.31
002792.SZ,通宇通讯,BB,2022,75.623,CCC,68.875,BB,77.502,BB,76.864
002793.SZ,罗欣药业,B,2022,72.113,C,56.781,B,71.324,BB,79.84
002795.SZ,永和智控,B,2022,72.122,C,57.219,BB,78.054,BB,79.988
002796.SZ,世嘉科技,BB,2022,76.115,CCC,67.111,BB,78.815,BB,78.856
002797.SZ,第一创业,BBB,2022,81.993,B,74.805,BBB,82.763,BBB,83.478
002798.SZ,帝欧家居,B,2022,74.829,CCC,67.675,BB,79.125,BB,75.162
002799.SZ,环球印务,CCC,2022,68.449,C,59.447,B,70.053,BB,76.99
002800.SZ,天顺股份,B,2022,70.685,CC,62.468,B,72.775,BB,75.221
002801.SZ,微光股份,B,2022,73.83,C,58.767,BB,76.781,BBB,84.81
002802.SZ,洪汇新材,CC,2022,64.491,C,53.925,B,74.882,CCC,69.775
002803.SZ,吉宏股份,B,2022,71.275,C,57.449,BB,78.024,BB,78.315
002805.SZ,丰元股份,CCC,2022,69.558,C,58.502,BB,79.257,BB,75.878
002806.SZ,华锋股份,BB,2022,76.32,CCC,68.083,BB,78.164,BB,79.278
002807.SZ,江阴银行,BB,2022,77.146,CC,60.384,B,74.908,A,85.065
002808.SZ,恒久科技,BB,2022,77.06,CCC,68.083,BB,76.511,BBB,82.131
002809.SZ,红墙股份,B,2022,71.878,CC,61.298,BB,76.186,BBB,81.283
002810.SZ,山东赫达,CCC,2022,69.453,CC,62.178,B,73.75,BB,75.02
002811.SZ,郑中设计,B,2022,74.748,CC,62.298,BBB,81.631,BBB,80.15
002812.SZ,恩捷股份,BB,2022,79.363,B,73.032,BBB,82.763,BBB,84.12
002813.SZ,路畅科技,CCC,2022,68.636,CCC,67.111,B,70.96,CCC,67.752
002815.SZ,崇达技术,BB,2022,77.332,CCC,68.083,BB,75.893,BBB,83.188
002816.SZ,和科达,CCC,2022,69.331,C,57.647,B,70.714,BB,77.552
002817.SZ,黄山胶囊,BB,2022,75.261,C,56.781,B,74.638,BBB,84.312
002818.SZ,富森美,BB,2022,77.173,CCC,67.434,BB,75.776,A,85.857
002819.SZ,东方中科,BB,2022,77.518,CCC,68.083,BB,76.486,BBB,83.178
002820.SZ,桂发祥,B,2022,72.876,C,59.611,BB,75.825,BBB,83.168
002821.SZ,凯莱英,BBB,2022,82.56,B,72.219,BBB,81.359,A,88.304
002822.SZ,中装建设,B,2022,71.227,C,57.439,BBB,81.345,BB,75.449
002823.SZ,凯中精密,B,2022,70.17,C,56.773,BB,77.491,BB,77.065
002824.SZ,和胜股份,B,2022,72.476,CC,61.699,BBB,82.045,BB,78.865
002825.SZ,纳尔股份,B,2022,71.992,C,57.449,BB,78.97,BB,79.469
002826.SZ,易明医药,BB,2022,75.077,C,56.406,B,74.242,BBB,84.385
002827.SZ,高争民爆,B,2022,71.28,CC,61.842,BBB,80.329,BB,76.156
002828.SZ,贝肯能源,CCC,2022,69.046,CC,62.535,BB,76.108,B,71.317
002829.SZ,星网宇达,B,2022,70.623,CCC,68.083,B,72.805,B,70.37
002830.SZ,名雕股份,B,2022,73.185,CC,62.088,B,74.857,BBB,81.154
002831.SZ,裕同科技,BB,2022,77.599,B,71.453,A,85.014,BBB,80.156
002832.SZ,比音勒芬,B,2022,74.391,CC,60.723,B,73.326,BBB,84.8
002833.SZ,弘亚数控,B,2022,74.86,C,57.647,BBB,80.591,BBB,84.651
002835.SZ,同为股份,BB,2022,76.731,CCC,68.083,B,71.853,BBB,84.757
002836.SZ,新宏泽,B,2022,70.331,C,57.828,B,71.358,BB,79.727
002837.SZ,英维克,B,2022,73.265,C,58.762,BBB,82.173,BB,78.951
002838.SZ,道恩股份,B,2022,73.928,CCC,67.893,BBB,80.093,BB,76.789
002839.SZ,张家港行,BB,2022,77.475,CC,60.384,BB,77.608,BBB,83.814
002840.SZ,华统股份,CCC,2022,67.634,CC,60.464,BB,79.33,CCC,66.108
002841.SZ,视源股份,BB,2022,78.935,B,70.667,BBB,83.164,BBB,80.189
002842.SZ,翔鹭钨业,CCC,2022,68.642,CC,63.054,BB,76.778,CCC,69.562
002843.SZ,泰嘉股份,B,2022,71.13,C,56.791,BB,78.933,BB,77.383
002845.SZ,同兴达,BB,2022,76.569,CCC,67.111,BB,79.917,BB,79.078
002846.SZ,英联股份,CCC,2022,68.282,C,58.749,B,71.842,BB,76.303
002847.SZ,盐津铺子,BB,2022,79.893,B,74.497,A,87.423,BB,79.638
002848.SZ,高斯贝尔,B,2022,73.856,B,70.444,BB,79.917,B,71.256
002849.SZ,威星智能,BB,2022,76.032,CCC,67.111,BBB,80.067,BB,77.764
002850.SZ,科达利,B,2022,71.958,C,59.787,B,74.266,BB,78.675
002851.SZ,麦格米特,BB,2022,79.094,B,72.831,A,89.361,BB,78.134
002852.SZ,道道全,B,2022,71.317,CC,60.232,BB,75.567,BB,78.665
002853.SZ,皮阿诺,B,2022,74.788,CC,60.35,BBB,80.452,BB,78.124
002855.SZ,捷荣技术,B,2022,74.752,C,58.222,BB,78.865,BBB,80.391
002856.SZ,美芝股份,CCC,2022,69.086,CC,62.298,BB,78.867,CCC,67.773
002857.SZ,三晖电气,B,2022,72.891,C,58.767,BB,76.71,BBB,82.543
002858.SZ,力盛体育,B,2022,73.03,C,58.065,B,72.839,BBB,80.636
002859.SZ,洁美科技,BB,2022,76.979,CCC,67.111,BB,78.239,BBB,81.208
002860.SZ,星帅尔,B,2022,71.934,C,59.176,BB,75.586,BBB,80.529
002861.SZ,瀛通通讯,B,2022,74.967,B,70.583,B,72.788,BB,78.823
002862.SZ,实丰文化,B,2022,73.709,CC,61.55,B,74.884,BB,79.893
002863.SZ,今飞凯达,B,2022,71.133,CCC,65.492,B,73.241,B,73.367
002864.SZ,盘龙药业,B,2022,73.509,C,57.156,BB,79.917,BB,75.973
002865.SZ,钧达股份,B,2022,73.086,C,59.604,BBB,80.05,BB,76.799
002866.SZ,传艺科技,BB,2022,76.834,CCC,68.083,BBB,80.067,BB,79.057
002867.SZ,周大生,B,2022,72.618,C,59,CCC,69.87,BBB,84.206
002868.SZ,绿康生化,B,2022,71.034,C,56.781,B,74.776,B,74.649
002869.SZ,金溢科技,BB,2022,75.856,CCC,67.111,BBB,80.017,BB,77.407
002870.SZ,香山股份,B,2022,73.866,CC,60.03,BB,77.479,BBB,80.666
002871.SZ,伟隆股份,B,2022,70.904,C,56.791,BB,77.106,BB,77.986
002872.SZ,ST天圣,B,2022,70.529,C,56.636,BB,78.193,B,70.988
002873.SZ,新天药业,B,2022,73.066,C,56.406,B,74.974,BB,79.257
002875.SZ,安奈儿,BB,2022,75.459,C,59.862,BBB,80.838,BBB,82.575
002876.SZ,三利谱,BB,2022,75.66,CCC,68.083,BB,77.387,BB,78.358
002877.SZ,智能自控,B,2022,70.916,C,57.442,BB,78.672,BB,76.526
002878.SZ,元隆雅图,BB,2022,79.961,CC,63.333,BB,78.879,BBB,83.019
002879.SZ,长缆科技,B,2022,72.837,C,57.966,BB,77.574,BBB,82.563
002880.SZ,卫光生物,BB,2022,75.347,C,56.818,BB,75.896,BBB,83.75
002881.SZ,美格智能,BB,2022,76.113,CCC,68.083,BB,76.536,BB,79.989
002882.SZ,金龙羽,CCC,2022,69.767,C,57.369,B,70.899,BB,79.597
002883.SZ,中设股份,B,2022,74.076,C,57.449,BB,78.642,BBB,84.661
002884.SZ,凌霄泵业,B,2022,74.1,C,56.81,BB,79.271,BBB,84.301
002885.SZ,京泉华,BB,2022,77.301,CCC,68.083,BBB,82.17,BB,78.585
002886.SZ,沃特股份,B,2022,71.322,CC,62.321,B,74.789,BB,79.459
002887.SZ,绿茵生态,BB,2022,76.827,CCC,67.298,BBB,82.061,BBB,80.985
002888.SZ,惠威科技,BB,2022,75.009,C,59.9,B,73.635,BBB,84.969
002889.SZ,东方嘉盛,B,2022,74.586,C,58.465,BB,78.147,BBB,83.866
002890.SZ,弘宇股份,B,2022,71.979,C,56.791,BB,77.413,BBB,80.381
002891.SZ,中宠股份,B,2022,71.432,CC,60.775,B,74.175,BB,79.438
002892.SZ,科力尔,B,2022,73.517,C,58.375,BB,75.893,BBB,84.916
002893.SZ,华通热力,CCC,2022,67.98,CC,63.95,B,70.847,CCC,69.904
002895.SZ,川恒股份,B,2022,72.783,CC,64.775,BBB,80.432,BB,76.939
002896.SZ,中大力德,B,2022,73.108,C,58.093,BBB,80.445,BBB,80.18
002897.SZ,意华股份,BB,2022,75.751,CCC,66.156,BB,76.811,BB,79.131
002898.SZ,赛隆药业,B,2022,72.274,C,56.406,B,74.563,BB,77.796
002899.SZ,英派斯,BB,2022,75.545,CC,62.675,BB,77.699,BBB,81.429
002900.SZ,哈三联,BB,2022,76.639,C,56.781,BB,79.263,BBB,83.739
002901.SZ,大博医疗,BB,2022,77.683,CC,61.167,BB,78.431,A,85.647
002902.SZ,铭普光磁,B,2022,73.13,CCC,66.156,BB,79.245,B,70.231
002903.SZ,宇环数控,B,2022,74.095,CC,61.831,BB,77.958,BBB,81.207
002905.SZ,金逸影视,CCC,2022,69.753,CC,60.667,CCC,69.322,B,71.323
002906.SZ,华阳集团,B,2022,72.784,C,58.508,B,72.044,BBB,83.581
002907.SZ,华森制药,BB,2022,76.489,C,57.156,BB,77.107,BBB,84.947
002908.SZ,德生科技,BB,2022,77.063,C,57.286,BB,78.618,BBB,81.833
002909.SZ,集泰股份,BB,2022,75.932,CCC,68.415,BBB,82.243,BBB,80.423
002910.SZ,庄园牧场,B,2022,73.445,CCC,68.68,BBB,80.309,B,73.069
002911.SZ,佛燃能源,B,2022,72.373,CC,63.68,BB,78.438,BB,77.922
002912.SZ,中新赛克,BB,2022,76.854,C,56.429,B,74.709,BBB,84.767
002913.SZ,奥士康,BB,2022,77.043,CCC,68.5,BBB,80.518,BB,78.982
002915.SZ,中欣氟材,B,2022,72.469,CC,62.47,BB,79.243,BB,79.533
002916.SZ,深南电路,BBB,2022,82.794,BB,75.167,BBB,84.199,A,85.751
002917.SZ,金奥博,B,2022,73.036,CC,61.842,BB,78.207,BBB,82.575
002918.SZ,蒙娜丽莎,BB,2022,78.092,CCC,67.784,BBB,80.731,BBB,84.649
002919.SZ,名臣健康,B,2022,74.302,CC,61.749,B,70.39,A,86.049
002920.SZ,德赛西威,B,2022,73.324,CCC,65.919,BB,78.583,B,74.15
002921.SZ,联诚精密,B,2022,74.349,CC,64.335,BB,75.691,BBB,80.349
002922.SZ,伊戈尔,B,2022,72.977,CC,62.193,BB,78.698,BB,78.633
002923.SZ,润都股份,B,2022,72.676,C,57.156,BB,77.434,BB,76.068
002925.SZ,盈趣科技,BB,2022,78.977,B,74.75,BBB,81.169,BB,79.596
002926.SZ,华西证券,BB,2022,76.028,C,55.844,B,72.365,BBB,84.109
002927.SZ,泰永长征,B,2022,72.314,C,57.574,BB,78.343,BBB,81.139
002928.SZ,华夏航空,CCC,2022,69.889,CC,62.685,B,74.254,B,71.555
002929.SZ,润建股份,BBB,2022,80.392,B,71.5,BBB,83.048,BBB,80.051
002930.SZ,宏川智慧,B,2022,74.26,CC,64.04,BB,77.863,BB,79.194
002931.SZ,锋龙股份,B,2022,71.68,C,57.442,BB,78.449,BB,78.505
002932.SZ,明德生物,BB,2022,79.143,CC,64.103,BB,78.991,A,85.572
002933.SZ,新兴装备,B,2022,70.977,C,59.758,B,71.524,BB,78.802
002935.SZ,天奥电子,BB,2022,75.035,CCC,67.111,B,74.992,BB,79.194
002936.SZ,郑州银行,BBB,2022,82.062,B,72.805,BBB,84.014,BBB,84.144
002937.SZ,兴瑞科技,B,2022,74.331,CC,64.194,B,71.678,BBB,81.525
002938.SZ,鹏鼎控股,BB,2022,79.685,B,71.583,BBB,84.199,BBB,80.645
002939.SZ,长城证券,BB,2022,75.549,C,55.844,B,73.421,BBB,82.467
002940.SZ,昂利康,BB,2022,75.206,C,57.156,BB,77.044,BBB,82.097
002941.SZ,新疆交建,B,2022,71.917,CC,62.088,BBB,81.038,B,73.579
